Item name,SKU,Category,Items sold,Gross sales,Items refunded,Refunds,Discounts,Net sales,Cost of goods,Gross profit,Margin,Taxes
C7. Thai Iced Black Coffee (Regular),C7R,Cold Drinks,1.000,3.00,0.000,0.00,0.00,3.00,0.00,3.00,100.00%,0.00
C8. Thai Iced Coffee (Regular),C8R,Cold Drinks,9.000,27.00,0.000,0.00,1.20,25.80,0.00,25.80,100.00%,0.00
C8. Thai Iced Coffee (Mini),C8M,Cold Drinks,3.000,6.50,0.000,0.00,0.00,6.50,0.00,6.50,100.00%,0.00
C9. Iced Milo (Regular),C9R,Cold Drinks,2.000,6.00,0.000,0.00,0.00,6.00,0.00,6.00,100.00%,0.00
C9. Iced Milo (Mini),C9M,Cold Drinks,2.000,4.00,0.000,0.00,0.00,4.00,0.00,4.00,100.00%,0.00
Crispy Pork,10059,Products,35.000,245.00,0.000,0.00,3.85,241.15,0.00,241.15,100.00%,0.00
D1. Mango Sticky Rice (Regular),D1R,Desserts,30.000,174.00,0.000,0.00,4.64,169.36,0.00,169.36,100.00%,0.00
D1. Mango Sticky Rice (Mini),D1M,Desserts,24.000,48.00,0.000,0.00,1.80,46.20,0.00,46.20,100.00%,0.00
D2. Red Ruby (Mini),D2M,Desserts,40.000,60.00,0.000,0.00,3.75,56.25,0.00,56.25,100.00%,0.00
D2. Red Ruby (Regular),D2R,Desserts,40.000,112.00,0.000,0.00,7.00,105.00,0.00,105.00,100.00%,0.00
D3. Candy Floss Wraps (Roti Sai Mai) (Regular),D3R,Desserts,18.000,72.00,1.000,4.00,2.40,65.60,0.00,65.60,100.00%,0.00
D3. Candy Floss Wraps (Roti Sai Mai) (Mini),D3M,Desserts,11.000,19.80,0.000,0.00,1.26,18.54,0.00,18.54,100.00%,0.00
D4. Mango Sago (Regular),D4R,Desserts,12.000,45.60,0.000,0.00,0.38,45.22,0.00,45.22,100.00%,0.00
D4. Mango Sago (Mini),D4M,Desserts,10.000,18.00,0.000,0.00,1.26,16.74,0.00,16.74,100.00%,0.00
Rice Cracker,10049,Products,29.000,174.00,0.000,0.00,0.00,174.00,0.00,174.00,100.00%,0.00
Soft Drinks,SD1,Cold Drinks,18.000,27.00,0.000,0.00,0.30,26.70,0.00,26.70,100.00%,0.00
Water,W1,Cold Drinks,28.000,42.00,0.000,0.00,0.45,41.55,0.00,41.55,100.00%,0.00
iii. Rice,iii,Sides 1,61.000,61.00,0.000,0.00,1.70,59.30,0.00,59.30,100.00%,0.00
xiii. Noodles Soup,xiii,Add Ons,1.000,2.50,0.000,0.00,0.00,2.50,0.00,2.50,100.00%,0.00
